LOCALIZACAO_LOJA;TIPO_JOIA;MARCA;TIPO_OURO;TIPO_PEDRA;PRECO
SHOPPING C;COLAR;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;6300
SHOPPING C;ANEL;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;7500
SHOPPING C;ANEL;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3000
SHOPPING C;CORRENTE;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3960
SHOPPING C;CORRENTE;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;5400
SHOPPING C;PULSEIRA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING C;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;2640
SHOPPING C;COLAR;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;3360
SHOPPING C;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING C;PINGENTE;SEM MARCA;OURO ROSÉ;ESMERALDA;1000
SHOPPING C;BRINCO;MARCA NACIONAL;OURO AMARELO;ESMERALDA;5200
SHOPPING C;PINGENTE;MARCA NACIONAL;OURO ROSÉ;RUBI;1600
SHOPPING C;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING C;PINGENTE;MARCA NACIONAL;OURO AMARELO;DIAMANTE;2560
SHOPPING C;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING C;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3900
SHOPPING C;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING C;BRINCO;SEM MARCA;OURO BRANCO;RUBI;3250
SHOPPING C;BRINCO;SEM MARCA;OURO AMARELO;SEM PEDRA;1300
SHOPPING C;COLAR;SEM MARCA;OURO AMARELO;ESMERALDA;5250
SHOPPING C;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING C;BRINCO;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;2860
SHOPPING C;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING C;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;6300
SHOPPING C;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;13500
SHOPPING C;PULSEIRA;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING C;ANEL;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;7500
SHOPPING C;PINGENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;400
SHOPPING C;BRINCO;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2080
SHOPPING D;BRINCO;MARCA NACIONAL;OURO BRANCO;DIAMANTE;8320
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;880
SHOPPING D;COLAR;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;7392
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2880
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;1200
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;DIAMANTE;15600
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;5280
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;6300
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;SEM PEDRA;1000
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;SEM PEDRA;1500
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;11880
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;RUBI;8400
SHOPPING D;ANEL;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;1600
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;DIAMANTE;6000
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;BRINCO;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;4576
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;3300
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;5280
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;SEM PEDRA;1000
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;ESMERALDA;5250
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;6300
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;SEM PEDRA;1000
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;880
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING D;BRINCO;MARCA NACIONAL;OURO BRANCO;DIAMANTE;8320
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;RUBI;2500
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;640
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2860
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;6300
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;13860
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;5400
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO ROSÉ;RUBI;1600
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;ESMERALDA;13500
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;13860
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;5400
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;3000
SHOPPING D;ANEL;MARCA NACIONAL;OURO AMARELO;DIAMANTE;6400
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;ESMERALDA;2500
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;RUBI;11250
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3960
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;640
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;6300
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;RUBI;4500
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;RUBI;8400
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;1408
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;SEM PEDRA;1000
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;DIAMANTE;5200
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;TURMALINA PARAÍBA;13500
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;6336
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;640
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;6600
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;ESMERALDA;3750
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3000
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;ESMERALDA;4500
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;6300
SHOPPING D;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO BRANCO;TURMALINA PARAÍBA;11700
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;4620
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING D;BRINCO;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;4576
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;RUBI;3750
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;4620
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;3000
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;SEM PEDRA;2100
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;4500
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;SEM PEDRA;2100
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;DIAMANTE;4000
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO ROSÉ;TURMALINA PARAÍBA;16200
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3300
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;7392
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2400
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;RUBI;4500
SHOPPING D;COLAR;MARCA NACIONAL;OURO ROSÉ;RUBI;8400
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;SEM PEDRA;2100
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2400
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;RUBI;3750
SHOPPING D;ANEL;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;3520
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;TURMALINA PARAÍBA;1920
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;DIAMANTE;1600
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;ESMERALDA;4500
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;1200
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO ROSÉ;RUBI;7200
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;6300
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;5280
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;7392
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;3900
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING D;BRINCO;SEM MARCA;OURO AMARELO;SEM PEDRA;1300
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;DIAMANTE;1600
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;6300
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;ESMERALDA;6000
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;ESMERALDA;5250
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;RUBI;13500
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;ESMERALDA;3750
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;RUBI;4500
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;5400
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO ROSÉ;RUBI;13500
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;ESMERALDA;8400
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;DIAMANTE;7200
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;4500
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;3360
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;4620
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2860
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;5400
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;RUBI;4500
SHOPPING D;BRINCO;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;3900
SHOPPING D;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING D;BRINCO;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2080
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;4620
SHOPPING D;BRINCO;SEM MARCA;OURO AMARELO;DIAMANTE;5200
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;DIAMANTE;7200
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;8580
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;TURMALINA PARAÍBA;5400
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;2640
SHOPPING D;BRINCO;SEM MARCA;OURO AMARELO;DIAMANTE;5200
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;OUTRAS PEDRAS;8580
SHOPPING D;PINGENTE;SEM MARCA;OURO ROSÉ;DIAMANTE;1600
SHOPPING D;BRINCO;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2080
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;4500
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;DIAMANTE;1600
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;6336
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;3960
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING D;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;3960
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;SEM PEDRA;1000
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;TURMALINA PARAÍBA;7200
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;RUBI;4500
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;DIAMANTE;7200
SHOPPING D;ANEL;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;1600
SHOPPING D;BRINCO;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;2860
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;6336
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;4500
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;DIAMANTE;7200
SHOPPING D;BRINCO;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;4576
SHOPPING D;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;DIAMANTE;7200
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;1200
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;ESMERALDA;13500
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;DIAMANTE;13440
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;5400
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO BRANCO;ESMERALDA;15750
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;1408
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3300
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO ROSÉ;TURMALINA PARAÍBA;9000
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2200
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;SEM PEDRA;1000
SHOPPING D;BRINCO;SEM MARCA;OURO BRANCO;SEM PEDRA;1300
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;RUBI;13500
SHOPPING D;PINGENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;400
SHOPPING D;BRINCO;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2080
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;OUTRAS PEDRAS;2200
SHOPPING D;COLAR;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;4620
SHOPPING D;PINGENTE;SEM MARCA;OURO ROSÉ;DIAMANTE;1600
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;7392
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;RUBI;3750
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;RUBI;4500
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1500
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;TURMALINA PARAÍBA;16200
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;11880
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;3000
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;3360
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;4500
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;3900
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO ROSÉ;ESMERALDA;11250
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;SEM PEDRA;2100
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;SEM PEDRA;1000
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO AMARELO;RUBI;11250
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;RUBI;6000
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;PULSEIRA;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2860
SHOPPING D;BRINCO;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;2080
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;ESMERALDA;1600
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;6600
SHOPPING D;PINGENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;400
SHOPPING D;COLAR;MARCA NACIONAL;OURO BRANCO;OUTRAS PEDRAS;7392
SHOPPING D;ANEL;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;1600
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;ESMERALDA;3750
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;SEM PEDRA;1500
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;8580
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;6300
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;7392
SHOPPING D;ALIANÇA;SEM MARCA;OURO AMARELO;ESMERALDA;3750
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;ESMERALDA;7200
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;SEM PEDRA;3360
SHOPPING D;COLAR;MARCA NACIONAL;OURO ROSÉ;RUBI;8400
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;5400
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING D;COLAR;SEM MARCA;OURO AMARELO;ESMERALDA;5250
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2880
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;3960
SHOPPING D;ALIANÇA;SEM MARCA;OURO BRANCO;RUBI;3750
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO BRANCO;RUBI;7200
SHOPPING D;PULSEIRA;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;7392
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;2400
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;SEM PEDRA;1800
SHOPPING D;PINGENTE;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;2640
SHOPPING D;COLAR;SEM MARCA;OURO BRANCO;ESMERALDA;5250
SHOPPING D;PINGENTE;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;880
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO BRANCO;SEM PEDRA;640
SHOPPING D;ANEL;SEM MARCA;OURO BRANCO;TURMALINA PARAÍBA;3000
SHOPPING D;ANEL;SEM MARCA;OURO AMARELO;SEM PEDRA;1000
SHOPPING D;ALIANÇA;MARCA NACIONAL;OURO ROSÉ;TURMALINA PARAÍBA;7200
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;6336
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;ESMERALDA;4500
SHOPPING D;CORRENTE;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;5400
SHOPPING D;PULSEIRA;MARCA NACIONAL;OURO ROSÉ;SEM PEDRA;2880
SHOPPING D;COLAR;MARCA INTERNACIONAL;OURO AMARELO;SEM PEDRA;6300
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;5400
SHOPPING D;COLAR;MARCA NACIONAL;OURO AMARELO;OUTRAS PEDRAS;7392
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;4500
SHOPPING D;PINGENTE;MARCA NACIONAL;OURO AMARELO;RUBI;1600
SHOPPING D;CORRENTE;MARCA NACIONAL;OURO ROSÉ;OUTRAS PEDRAS;6336
SHOPPING D;ALIANÇA;SEM MARCA;OURO ROSÉ;ESMERALDA;3750
SHOPPING D;CORRENTE;SEM MARCA;OURO BRANCO;RUBI;4500
SHOPPING D;ANEL;SEM MARCA;OURO ROSÉ;OUTRAS PEDRAS;2200
SHOPPING D;BRINCO;SEM MARCA;OURO ROSÉ;SEM PEDRA;1300
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO BRANCO;SEM PEDRA;4500
SHOPPING D;CORRENTE;SEM MARCA;OURO AMARELO;SEM PEDRA;1800
SHOPPING D;BRINCO;MARCA INTERNACIONAL;OURO BRANCO;OUTRAS PEDRAS;8580
SHOPPING D;ALIANÇA;MARCA INTERNACIONAL;OURO AMARELO;OUTRAS PEDRAS;9900
SHOPPING D;PULSEIRA;SEM MARCA;OURO AMARELO;OUTRAS PEDRAS;3960
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;PULSEIRA;MARCA INTERNACIONAL;OURO BRANCO;DIAMANTE;21600
SHOPPING D;ANEL;MARCA INTERNACIONAL;OURO ROSÉ;SEM PEDRA;3000
SHOPPING D;CORRENTE;SEM MARCA;OURO ROSÉ;SEM PEDRA;1800
SHOPPING D;PINGENTE;SEM MARCA;OURO AMARELO;TURMALINA PARAÍBA;1200
